delete Node Time 
delete 29769 115
delete 9930 271
delete 19140 117
delete 11364 215
delete 26751 117
delete 16599 116
delete 24219 127
delete 7878 116
delete 27900 116
delete 14706 276
delete 19854 249
delete 22368 127
delete 24723 116
delete 405 117
delete 3798 115
delete 1872 216
delete 18060 204
delete 9150 215
delete 19347 115
delete 6312 127
delete 564 138
delete 18561 154
delete 18507 372
delete 2787 153
delete 18147 117
delete 18357 127
delete 8772 127
delete 26841 78
delete 16818 116
delete 8127 116
delete 22098 365
delete 20319 116
delete 20652 116
delete 28998 115
delete 20793 128
delete 189 177
delete 1539 265
delete 18939 315
delete 25131 128
delete 13791 116
delete 21297 128
delete 6393 126
delete 19701 127
delete 546 117
delete 7875 239
delete 24450 169
delete 123 116
delete 26895 115
delete 7731 145
delete 15117 186
delete 24207 129
delete 21237 116
delete 19008 188
delete 6990 139
delete 28869 266
delete 24633 184
delete 20490 119
delete 16173 128
delete 4011 114
delete 27366 155
delete 17073 150
delete 582 276
delete 5859 116
delete 20598 116
delete 6102 116
delete 15852 149
delete 24135 183
delete 22464 97
delete 15495 273
delete 19923 116
delete 5631 117
delete 27924 114
delete 18822 128
delete 12402 155
delete 28701 211
delete 7194 144
delete 29337 116
delete 27600 117
delete 11229 115
delete 5004 117
delete 2256 215
delete 18129 139
delete 24279 148
delete 28770 117
delete 10959 125
delete 5586 117
delete 23958 115
delete 4359 118
delete 17244 248
delete 20940 128
delete 19773 116
delete 25404 117
delete 17373 127
delete 6744 147
delete 17178 258
delete 22509 78
delete 14211 233
delete 24447 114
delete 534 117
delete 12540 330
delete 11079 173
delete 20751 276
delete 3210 184
delete 9660 144
delete 10404 283
delete 29616 119
delete 23310 129
delete 2562 300
delete 8094 114
delete 21036 178
delete 8202 116
delete 22563 393
delete 3087 160
delete 7500 158
delete 4464 119
delete 8811 102
delete 7461 118
delete 6057 125
delete 19494 77
delete 24060 78
delete 22923 130
delete 14397 199
delete 6717 114
delete 7083 118
delete 9165 155
delete 9876 149
delete 1410 217
delete 10503 244
delete 20526 155
delete 12342 113
delete 8145 129
delete 3783 114
delete 15867 118
delete 23088 115
delete 11175 88
delete 23448 187
delete 3966 175
delete 22245 78
delete 4542 119
delete 5607 114
delete 7293 129
delete 939 150
delete 14310 238
delete 18393 209
delete 7071 134
delete 27075 126
delete 26835 118
delete 12240 124
delete 11721 163
delete 10002 213
delete 21507 130
delete 9303 222
delete 17412 118
delete 4374 125
delete 18633 119
delete 16887 180
delete 18306 118
delete 23655 113
delete 8229 155
delete 3456 130
delete 15801 113
delete 14028 129
delete 7215 177
delete 29352 160
delete 11751 118
delete 16809 119
delete 16392 123
delete 20202 132
delete 25020 123
delete 10209 130
delete 20058 157
delete 28188 130
delete 25998 112
delete 26592 120
delete 4593 166
delete 3414 123
delete 366 78
delete 29052 118
delete 4512 144
delete 25335 124
delete 13254 78
delete 7242 130
delete 12855 132
delete 19572 155
delete 16395 112
delete 2862 120
delete 17706 113
delete 8745 130
delete 14799 113
delete 15693 131
delete 26439 112
delete 29532 120
delete 12963 155
delete 24642 123
delete 19641 78
delete 18687 131
delete 10050 112
delete 11226 156
delete 16578 140
delete 16509 113
delete 21822 155
delete 7479 120
delete 5826 244
delete 14616 113
delete 10359 119
delete 9213 113
delete 13158 175
delete 11826 189
delete 27879 132
delete 10782 123
delete 144 275
delete 4635 112
delete 10587 132
delete 12627 167
delete 9588 156
delete 8268 119
delete 5034 113
delete 28458 119
delete 10971 211
delete 13266 120
delete 11823 123
delete 4572 120
delete 15750 177
delete 2520 78
delete 19563 122
delete 14565 120
delete 27132 284
delete 19344 125
delete 7320 111
delete 1215 154
delete 15267 131
delete 837 111
delete 17820 121
delete 1527 111
delete 6492 121
delete 6606 111
delete 6270 165
delete 1554 189
delete 1104 110
delete 26022 121
delete 8199 133
delete 21597 144
delete 18219 144
delete 24288 177
delete 11538 310
delete 13884 278
delete 28647 224
delete 7857 131
delete 2571 131
delete 28584 112
delete 13389 120
delete 441 155
delete 12477 111
delete 2316 120
delete 9567 111
delete 4023 120
delete 9057 244
delete 10662 120
delete 6894 132
delete 2274 171
delete 12447 149
delete 28011 132
delete 13713 133
delete 8517 144
delete 22074 134
delete 20328 188
delete 1431 88
delete 9516 133
delete 6063 165
delete 18981 288
delete 3207 121
delete 17691 132
delete 28419 178
delete 8082 110
delete 16485 132
delete 4482 111
delete 11697 121
delete 2598 122
delete 9207 120
delete 12051 110
delete 1206 111
delete 4335 131
delete 1380 100
delete 25665 78
delete 17328 88
delete 4491 233
delete 10842 200
delete 19239 133
delete 8007 166
delete 13419 112
delete 5526 120
delete 26628 78
delete 25968 149
delete 26454 216
delete 23739 112
delete 24054 120
delete 28221 165
delete 27408 166
delete 23883 66
delete 9264 111
delete 6555 88
delete 2961 209
delete 14298 123
delete 21321 100
delete 738 120
delete 22332 155
delete 16119 111
delete 13782 133
delete 3621 88
delete 26898 88
delete 5838 111
delete 3762 232
delete 14421 111
delete 22671 155
delete 1668 121
delete 1935 134
delete 10938 122
delete 28911 111
delete 9726 266
delete 9765 141
delete 12285 144
delete 8601 110
delete 5550 122
delete 1473 110
delete 2892 132
delete 11874 109
delete 6771 209
delete 5919 234
delete 26301 111
delete 12897 109
delete 15453 111
delete 1278 122
delete 21528 111
delete 5013 121
delete 8214 133
delete 1263 266
delete 14511 87
delete 17685 120
delete 3561 147
delete 8688 196
delete 25629 133
delete 7326 121
delete 26694 243
delete 29436 113
delete 22539 121
delete 10509 121
delete 20451 121
delete 2781 100
delete 29652 121
delete 22338 112
delete 19284 221
delete 9852 145
delete 28566 187
delete 4119 89
delete 22794 132
delete 10530 112
delete 19440 132
delete 20556 120
delete 24456 112
delete 20616 199
delete 6426 189
delete 11781 220
delete 6888 166
delete 12465 288
delete 3051 254
delete 16176 153
delete 15429 112
delete 4197 120
delete 2982 125
delete 25029 76
delete 23745 121
delete 11865 111
delete 23712 166
delete 21906 231
delete 2340 125
delete 5259 198
delete 1017 120
delete 7812 134
delete 19368 120
delete 17967 113
delete 5151 119
delete 26955 124
delete 25938 119
delete 10527 283
delete 28884 140
delete 7677 130
delete 6936 155
delete 4773 137
delete 3114 117
delete 24936 79
delete 18462 125
delete 7023 118
delete 6459 115
delete 6939 117
delete 29430 78
delete 13242 324
delete 27183 216
delete 12036 91
delete 12282 75
delete 24573 114
delete 13209 118
delete 29778 89
delete 22374 112
delete 16338 118
delete 6342 132
delete 20325 162
delete 1944 114
delete 19233 117
delete 48 76
delete 1287 114
delete 15465 140
delete 22656 133
delete 882 124
delete 4713 156
delete 8580 215
delete 19482 170
delete 24729 130
delete 9504 123
delete 4035 118
delete 17997 114
delete 28482 173
delete 4395 115
delete 8748 118
delete 22890 113
delete 19971 128
delete 22041 115
delete 7740 129
delete 19926 115
delete 14148 159
delete 28125 200
delete 12414 120
delete 4779 195
delete 11490 248
delete 16242 138
delete 15390 115
delete 8001 166
delete 15036 129
delete 1272 125
delete 20568 131
delete 1170 112
delete 23034 155
delete 12279 119
delete 22800 115
delete 21261 318
delete 5664 115
delete 25371 117
delete 10554 115
delete 16551 128
delete 450 114
delete 18735 116
delete 23643 116
delete 16473 116
delete 10806 143
delete 756 170
delete 14853 127
delete 10212 115
delete 25263 128
delete 11118 115
delete 6111 129
delete 12315 115
delete 22317 153
delete 16353 117
delete 16833 126
delete 18513 116
delete 14640 148
delete 15420 117
delete 21630 126
delete 12810 255
delete 2760 115
delete 24396 231
delete 11502 76
delete 5646 115
delete 24657 115
delete 2229 116
delete 18000 116
delete 15294 155
delete 15321 116
delete 27237 164
delete 16221 205
delete 21669 226
delete 17853 180
delete 8136 154
delete 159 126
delete 5850 139
delete 12501 77
delete 16968 116
delete 16218 117
delete 663 116
delete 16491 117
delete 8148 116
delete 28956 189
delete 3267 116
delete 27228 88
delete 10257 171
delete 29613 116
delete 29223 105
delete 24561 116
delete 3303 117
delete 4965 126
delete 28656 155
delete 7827 128
delete 24372 117
delete 7890 116
delete 8769 116
delete 28110 77
delete 21510 77
delete 10023 116
delete 15225 116
delete 15513 188
delete 7917 210
delete 21360 116
delete 11400 216
delete 13092 117
delete 27954 77
delete 15870 122
delete 23496 178
delete 21651 105
delete 23217 77
delete 26949 139
delete 21075 89
delete 18879 115
delete 5514 105
delete 7605 116
delete 3231 116
delete 28887 204
delete 25761 77
delete 8442 128
delete 21453 76
delete 16164 200
delete 15915 127
delete 19362 155
delete 21096 166
delete 9111 267
delete 13194 115
delete 26289 129
delete 1113 160
delete 18195 77
delete 27663 128
delete 21690 115
delete 17733 155
delete 13017 128
delete 14472 115
delete 25848 77
delete 21216 128
delete 1101 78
delete 13428 127
delete 14283 128
delete 11508 171
delete 19530 195
delete 11334 115
delete 4719 140
delete 28740 115
delete 20427 139
delete 6693 115
delete 8862 95
delete 8955 116
delete 6186 140
delete 20433 303
delete 26646 117
delete 29502 125
delete 29316 77
delete 6033 118
delete 7716 114
delete 17076 118
delete 27345 114
delete 10398 129
delete 17781 155
delete 24321 177
delete 12954 178
delete 11535 126
delete 4017 117
delete 13953 126
delete 7974 165
delete 11433 117
delete 22704 160
delete 6780 143
delete 12141 117
delete 22344 126
delete 11589 129
delete 10857 115
delete 11349 165
delete 2379 220
delete 14583 119
delete 22134 113
delete 1776 129
delete 11889 159
delete 17916 261
delete 1491 103
delete 8520 118
delete 3489 113
delete 5712 255
delete 6504 110
delete 13806 118
delete 14994 114
delete 2001 196
delete 22776 114
delete 12441 128
delete 14913 114
delete 5739 139
delete 8337 210
delete 20802 388
delete 14040 114
delete 25548 119
delete 8625 114
delete 23856 129
delete 20442 158
delete 3591 154
delete 3213 129
delete 28608 115
delete 29040 118
delete 23055 232
delete 9780 125
delete 11067 129
delete 24894 113
delete 9729 118
delete 1986 113
delete 5706 154
delete 29955 130
delete 26550 77
delete 15708 114
delete 2625 118
delete 17571 158
delete 11811 173
delete 258 125
delete 19872 118
delete 12876 88
delete 20181 114
delete 28443 164
delete 3831 141
delete 8799 113
delete 7569 130
delete 23562 125
delete 15978 119
delete 28119 167
delete 17409 77
delete 13746 112
delete 1053 77
delete 4131 119
delete 17292 124
delete 20121 118
delete 12411 277
delete 24789 114
delete 12843 118
delete 25038 113
delete 17394 130
delete 24378 114
delete 20316 129
delete 6657 114
delete 13677 118
delete 15696 79
delete 27945 176
delete 6465 153
delete 29364 113
delete 23628 119
delete 29559 114
delete 690 120
delete 3342 112
delete 8829 130
delete 26712 155
delete 15669 190
delete 5652 120
delete 16416 124
delete 16419 119
delete 5322 224
delete 8961 118
delete 8445 179
delete 642 77
delete 29055 130
delete 17559 114
delete 17100 140
delete 9819 152
delete 1575 223
delete 26202 156
delete 10536 119
delete 9159 113
delete 13518 130
delete 26634 122
delete 12375 121
delete 10767 113
delete 15966 243
delete 20760 121
delete 9528 119
delete 20865 139
delete 9189 117
delete 15990 119
delete 5529 113
delete 24927 77
delete 23136 119
delete 15324 213
delete 753 176
delete 17124 129
delete 18885 146
delete 18615 78
delete 3660 110
delete 2718 123
delete 11250 132
delete 14775 207
delete 1029 158
delete 12633 187
delete 26847 123
delete 7029 119
delete 29973 112
delete 24720 88
delete 23976 120
delete 14049 208
delete 25341 247
delete 2196 119
delete 13071 89
delete 3624 167
delete 12549 121
delete 21987 110
delete 147 78
delete 18975 131
delete 1494 155
delete 12468 112
delete 29790 132
delete 14175 123
delete 14961 119
delete 4659 123
delete 22227 78
delete 13143 119
delete 8427 161
delete 25956 115
delete 14268 123
delete 11178 145
delete 24129 163
delete 10137 176
delete 1620 111
delete 4152 744
delete 16413 1048
delete 5976 314
delete 576 109
delete 5589 122
delete 2682 111
delete 5382 120
delete 744 122
delete 3159 120
delete 24174 155
delete 14202 112
delete 10734 133
delete 1767 111
delete 5340 131
delete 21582 210
delete 8004 190
delete 9126 162
delete 12906 112
delete 10512 121
delete 19644 121
delete 4053 165
delete 14991 353
delete 25134 189
delete 25632 132
delete 24192 110
delete 8154 133
delete 18396 134
delete 27000 132
delete 18189 122
delete 8112 131
delete 13854 266
delete 29766 144
delete 9219 131
delete 16296 111
delete 15093 136
delete 20946 151
delete 27204 143
delete 6165 188
delete 4203 122
delete 4311 132
delete 8736 167
delete 27141 210
delete 8367 99
delete 8304 99
delete 11394 99
delete 20958 132
delete 1794 112
delete 18150 98
delete 18054 99
delete 9261 112
delete 15333 175
delete 28215 122
delete 26148 144
delete 21633 311
delete 3471 188
delete 7080 99
delete 12903 99
delete 17043 100
delete 15114 112
delete 2685 142
delete 29847 66
delete 8787 133
delete 12732 120
delete 16347 111
delete 9414 111
delete 27123 110
delete 27330 109
delete 5583 100
delete 13056 121
delete 16995 111
delete 26715 111
delete 8523 111
delete 19380 98
delete 3201 111
delete 4932 66
delete 22155 120
delete 26991 100
delete 1770 109
delete 29658 66
delete 16890 101
delete 27180 111
delete 18546 164
delete 13617 133
delete 2997 165
delete 12570 155
delete 14391 111
delete 13914 122
delete 22887 132
delete 1734 111
delete 13497 143
delete 16212 121
delete 3819 99
delete 24780 122
delete 19629 111
delete 24216 121
delete 2163 110
delete 12054 121
delete 21681 88
delete 2115 133
delete 7548 310
delete 19398 121
delete 19782 110
delete 12252 121
delete 5154 167
delete 13302 155
delete 28794 121
delete 24051 112
delete 1464 120
delete 4062 122
delete 27129 77
delete 13407 120
delete 9774 123
delete 26112 131
delete 26361 200
delete 17583 177
delete 17934 212
delete 8760 187
delete 23391 180
delete 1923 232
delete 681 177
delete 17529 122
delete 4059 111
delete 1080 222
delete 2559 110
delete 27777 122
delete 27306 111
delete 20487 156
delete 8349 165
delete 2289 144
delete 23985 121
delete 15120 111
delete 17286 77
delete 25266 120
delete 22647 112
delete 774 154
delete 16632 133
delete 3198 244
delete 16941 122
delete 26670 133
delete 6840 153
delete 28038 111
delete 25944 155
delete 12762 122
delete 19263 216
delete 28428 82
delete 19101 112
delete 8730 121
delete 24480 122
delete 10752 121
delete 17433 169
delete 27519 131
delete 10749 119
delete 13320 122
delete 20586 121
delete 24621 121
delete 13152 120
delete 9513 112
delete 1452 119
delete 7626 322
delete 19635 178
delete 23475 121
delete 9 77
delete 6357 123
delete 24771 120
delete 28374 88
delete 18603 154
delete 16704 124
delete 13080 121
delete 17046 223
delete 4599 131
delete 1962 112
delete 20097 163
delete 7932 165
delete 18492 112
delete 27669 79
delete 22140 119
delete 20334 112
delete 21924 121
delete 15702 87
delete 27426 134
delete 1425 120
delete 4509 156
delete 12354 89
delete 2811 111
delete 20646 120
delete 29571 77
delete 26769 112
delete 2511 120
delete 1245 112
delete 3567 131
delete 15501 222
delete 22968 119
delete 15441 113
delete 16641 131
delete 13851 212
delete 7620 119
delete 10170 124
delete 3381 155
delete 16446 119
delete 7014 113
delete 2937 120
delete 28899 89
delete 19338 166
delete 9177 122
delete 6846 131
delete 17136 112
delete 18228 167
delete 381 100
delete 13218 130
delete 20721 113
delete 26313 77
delete 28851 94
delete 7824 156
delete 16851 112
delete 22062 119
delete 16314 157
delete 24309 133
delete 16251 118
delete 6108 113
delete 25047 131
delete 8388 113
delete 29667 166
delete 9795 210
delete 819 77
delete 3075 78
delete 1563 119
delete 27735 78
delete 24690 113
delete 27384 120
delete 13767 113
delete 20079 120
delete 14004 77
delete 19893 78
delete 22260 164
delete 8097 124
delete 22185 130
delete 5658 113
delete 9612 119
delete 22086 77
delete 20124 125
delete 29322 118
delete 6648 166
delete 22959 77
delete 26061 189
delete 27693 108
delete 3756 125
delete 11820 251
delete 6543 125
delete 16224 230
delete 14532 235
delete 5196 199
delete 23196 218
delete 14649 198
delete 19218 124
delete 29268 154
delete 8904 130
delete 6261 112
delete 12444 118
delete 1155 125
delete 15423 118
delete 20013 113
delete 14943 77
delete 21033 322
delete 9465 250
delete 9957 114
delete 21984 118
delete 10590 116
delete 621 117
delete 6195 104
delete 12258 105
delete 12063 143
delete 25242 168
delete 19794 114
delete 5352 118
delete 25008 125
delete 4404 195
delete 11499 115
delete 10602 262
delete 3417 170
delete 11442 116
delete 28947 103
delete 7968 134
delete 14892 76
delete 23295 116
delete 25695 195
delete 27561 156
delete 13161 193
delete 19740 138
delete 29028 117
delete 28002 77
delete 7785 115
delete 3069 87
delete 12489 160
delete 12699 117
delete 17367 166
delete 27660 116
delete 15336 116
delete 11583 143
delete 720 94
delete 19626 77
delete 10872 127
delete 21825 122
delete 6408 116
delete 8526 299
delete 23250 77
delete 20031 127
delete 2736 116
delete 27318 116
delete 29349 116
delete 29325 116
delete 25923 78
delete 10692 116
delete 19188 188
delete 18663 78
delete 12819 128
delete 10545 115
delete 21318 88
delete 21456 77
delete 8793 117
delete 19551 115
delete 17823 249
delete 27453 155
delete 20811 116
delete 19932 148
delete 22842 146
delete 26733 116
delete 24726 116
delete 13356 115
delete 8739 117
delete 4878 166
delete 18993 115
delete 28743 118
delete 444 114
delete 14568 128
delete 20517 322
delete 24108 127
delete 23346 154
delete 17037 116
delete 28923 115
delete 17139 221
delete 11571 338
delete 17562 112
delete 27018 182
delete 8661 130
delete 27834 128
delete 9396 148
delete 19770 184
delete 12837 321
delete 3336 238
delete 7005 166
delete 10314 128
delete 1731 232
delete 6249 195
delete 27 310
delete 13989 115
delete 1941 239
delete 20748 170
delete 24798 113
delete 17376 156
delete 12753 118
delete 7773 210
delete 28917 106
delete 21741 148
delete 19998 266
delete 10983 77
delete 16590 114
delete 18384 161
delete 20082 249
delete 15447 182
delete 7368 149
delete 25626 287
delete 804 96
delete 11445 115
delete 3105 177
delete 25941 161
delete 6696 193
delete 19242 162
delete 20739 127
delete 4008 118
delete 1545 115
delete 9552 172
delete 21402 113
delete 24036 130
delete 12561 115
delete 11916 99
delete 22983 132
delete 1401 119
delete 19245 160
delete 7170 309
delete 18948 128
delete 17922 137
delete 26421 139
delete 6441 115
delete 27552 77
delete 1470 117
delete 18600 133
delete 7305 199
delete 24093 200
delete 1047 110
delete 18639 177
delete 20151 232
delete 15519 226
delete 6360 262
delete 26442 115
delete 13512 134
delete 4344 173
delete 15297 114
delete 18159 76
delete 26964 128
delete 14424 77
delete 7350 166
delete 10935 115
delete 15381 128
delete 9348 115
delete 19698 151
delete 11772 126
delete 2160 240
delete 3141 177
delete 1773 98
delete 28893 122
delete 13515 180
delete 22902 118
delete 18921 115
delete 7641 129
delete 9813 114
delete 10476 118
delete 4623 155
delete 1983 114
delete 24111 76
delete 5118 117
delete 9204 118
delete 24804 124
delete 28980 124
delete 27993 186
delete 4611 354
delete 3921 114
delete 21654 118
delete 1623 135
delete 27591 119
delete 11304 250
delete 2745 164
delete 10776 263
delete 18582 132
delete 5997 135
delete 2655 207
delete 2067 125
delete 28872 197
delete 21222 155
delete 3564 113
delete 28014 119
delete 14688 113
delete 777 130
delete 17625 134
delete 27192 141
delete 10659 114
delete 6474 119
delete 7452 166
delete 2040 111
delete 24441 113
delete 5277 119
delete 16650 114
delete 27369 141
delete 7236 124
delete 27573 130
delete 27615 155
delete 14661 112
delete 15327 77
delete 315 121
delete 1890 190
delete 29136 119
delete 29448 88
delete 26295 169
delete 861 200
delete 25533 154
delete 5811 131
delete 5946 112
delete 29994 131
delete 11484 167
delete 12249 130
delete 6618 112
delete 5190 188
delete 15861 119
delete 28890 88
delete 19068 113
delete 26154 131
delete 8889 114
delete 28023 88
delete 10161 120
delete 7428 113
delete 9129 154
delete 14259 143
delete 23379 166
delete 20853 88
delete 1254 112
delete 2478 119
delete 17319 124
delete 4707 119
delete 4398 154
delete 20130 133
delete 25161 224
delete 9411 230
delete 17337 132
delete 28725 132
delete 28128 155
delete 23589 112
delete 18660 119
delete 28224 77
delete 26613 112
delete 11733 143
delete 969 112
delete 13905 121
delete 33 119
delete 20397 155
delete 18969 123
delete 17118 121
delete 25305 219
delete 201 237
delete 4731 155
delete 17607 77
delete 10809 155
delete 8637 132
delete 16638 146
delete 26907 129
delete 24783 123
delete 8670 121
delete 828 111
delete 24588 120
delete 2607 189
delete 22407 78
delete 19365 76
delete 24759 134
delete 3975 88
delete 7653 297
delete 27021 112
delete 25542 120
delete 8151 155
delete 25140 77
delete 16686 178
delete 3867 331
delete 9435 201
delete 5421 266
delete 26862 121
delete 20067 112
delete 18978 78
delete 5436 132
delete 12957 310
delete 21999 154
delete 14223 255
delete 6141 171
delete 16827 105
delete 5166 111
delete 8172 302
delete 26430 161
delete 11316 155
delete 6612 112
delete 26565 120
delete 3771 112
delete 3066 90
delete 27102 77
delete 1443 187
delete 14589 122
delete 15 112
delete 5262 154
delete 28068 121
delete 6879 112
delete 27429 132
delete 16563 121
delete 23433 199
delete 57 78
delete 17400 120
delete 10500 154
delete 20484 256
delete 7053 121
delete 17181 134
delete 20196 110
delete 29475 100
delete 4578 99
delete 23409 76
delete 4938 133
delete 29244 67
delete 18375 155
delete 19824 121
delete 11493 99
delete 1059 100
delete 14319 66
delete 6135 99
delete 5487 100
delete 6705 210
delete 7455 144
delete 14847 100
delete 2604 99
delete 3399 101
delete 15741 119
delete 1860 167
delete 21753 99
delete 8577 112
delete 2913 98
delete 20736 156
delete 14541 214
delete 15048 248
delete 16647 158
delete 15774 66
delete 14199 99
delete 25854 100
delete 27084 99
delete 21738 99
delete 22854 66
delete 3939 99
delete 13095 101
delete 25719 66
delete 18855 110
delete 1899 190
delete 17298 99
delete 13233 121
delete 12186 133
delete 15189 101
delete 4074 121
delete 4329 110
delete 29934 101
delete 5193 99
delete 17769 110
delete 19035 203
delete 15357 151
delete 14361 100
delete 19227 67
delete 2808 188
delete 25800 67
delete 15393 66
delete 27996 121
delete 1971 122
delete 1779 110
delete 12423 122
delete 19350 99
delete 11190 99
delete 18390 100
delete 1086 66
delete 9735 66
delete 447 121
delete 3885 121
delete 6804 110
delete 25431 66
delete 13287 121
delete 12039 156
delete 2523 111
delete 19107 154
delete 1818 100
delete 18426 122
delete 7800 110
delete 28164 121
delete 22434 120
delete 15474 124
delete 24222 155
delete 28263 120
delete 11736 111
delete 19650 143
delete 15072 132
delete 25086 100
delete 6531 100
delete 4182 98
delete 1806 121
delete 23166 110
delete 2193 77
delete 21045 189
delete 1302 121
delete 28827 76
delete 13437 110
delete 10614 99
delete 6957 111
delete 4674 121
delete 13833 154
delete 27390 67
delete 8871 123
delete 9468 98
delete 14754 110
delete 12132 121
delete 3063 154
delete 14607 199
delete 14613 234
delete 15834 332
delete 13749 212
delete 25824 223
delete 16476 118
delete 11667 156
delete 13317 263
delete 22917 256
delete 11547 120
delete 978 88
delete 12222 123
delete 372 165
delete 4836 130
delete 10686 135
delete 5718 145
delete 16602 286
delete 8835 122
delete 24672 120
delete 25746 155
delete 2757 112
delete 6942 146
delete 19587 109
delete 28731 76
delete 22116 78
delete 1200 109
delete 19125 234
delete 8010 166
delete 9351 121
delete 15108 123
delete 2847 120
delete 26085 111
delete 18900 153
delete 28518 221
delete 17364 111
delete 12612 188
delete 19596 142
delete 9357 111
delete 23223 120
delete 1701 111
delete 27483 88
delete 4845 220
delete 17796 166
delete 12717 112
delete 1476 120
delete 6222 112
delete 28107 120
delete 17907 113
delete 5685 120
delete 16227 228
delete 7017 181
delete 15159 123
delete 26136 77
delete 3135 120
delete 1800 112
delete 8757 120
delete 22410 78
delete 25215 111
delete 11052 119
delete 3078 77
delete 23163 279
delete 3495 207
delete 15849 78
delete 26388 123
delete 18702 119
delete 537 77
delete 23235 78
delete 15570 125
delete 28326 250
delete 19323 268
delete 24411 119
delete 29076 112
delete 7962 119
delete 18810 113
delete 14721 166
delete 6708 118
delete 1002 113
delete 1398 77
delete 2775 120
delete 26547 113
delete 24423 130
delete 14865 184
delete 17616 139
delete 17064 119
delete 1248 125
delete 22251 118
delete 216 113
delete 17946 120
delete 22269 113
delete 5052 120
delete 12195 320
delete 27678 113
delete 10152 119
delete 20502 113
delete 11109 253
delete 22929 113
delete 11238 120
delete 3960 113
delete 23787 155
delete 3318 131
delete 25737 181
delete 135 174
delete 11580 324
delete 5796 77
delete 12099 189
delete 28914 118
delete 5553 125
delete 4383 120
delete 18669 113
delete 29685 90
delete 2532 175
delete 5442 177
delete 225 120
delete 15426 112
delete 8487 130
delete 1626 113
delete 19677 167
delete 16506 160
delete 24807 254
delete 1350 156
delete 6714 113
delete 11343 129
delete 6996 114
delete 8334 129
delete 5691 125
delete 27963 118
delete 13107 196
delete 13794 160
delete 2577 114
delete 28245 118
delete 1827 114
delete 23814 101
delete 29091 243
delete 7866 132
delete 25323 154
delete 22836 88
delete 28032 78
delete 21003 274
delete 28626 77
delete 28077 130
delete 4176 114
delete 23802 100
delete 2103 243
delete 13155 363
delete 29109 177
delete 13716 193
delete 28362 198
delete 17016 164
delete 21657 102
delete 4269 132
delete 10284 118
delete 16542 148
delete 2424 128
delete 26622 114
delete 29754 118
delete 8076 166
delete 8994 155
delete 19161 115
delete 7767 118
delete 14406 154
delete 20595 125
delete 9048 118
delete 4905 115
delete 27696 155
delete 7596 141
delete 3999 155
delete 8178 114
delete 13479 129
delete 21558 114
delete 24171 118
delete 12996 114
delete 10263 155
delete 8556 163
delete 25398 202
delete 3804 209
delete 28470 235
delete 10032 140
delete 18714 155
delete 29250 125
delete 19266 78
delete 16215 77
delete 7149 118
delete 20232 113
delete 27579 117
delete 2301 114
delete 21489 117
delete 5226 155
delete 8232 125
delete 12504 189
delete 2931 177
delete 22737 117
delete 15864 125
delete 6075 117
delete 4434 200
delete 29145 77
delete 16569 125
delete 22494 189
delete 6546 144
delete 1098 76
delete 25605 117
delete 12027 76
delete 16065 126
delete 27960 132
delete 8823 122
delete 15639 118
delete 4014 314
delete 17565 99
delete 27576 117
delete 9387 115
delete 29547 155
delete 17961 162
delete 783 114
delete 20283 247
delete 18510 151
delete 9156 117
delete 23868 125
delete 8133 154
delete 23271 77
delete 9450 118
delete 22572 115
delete 26802 117
delete 9906 320
delete 8940 116
delete 13440 119
delete 24330 214
delete 23982 117
delete 26217 77
delete 29133 76
delete 28596 127
delete 5910 117
delete 26475 116
delete 8187 115
delete 20775 77
delete 1842 156
delete 20706 132
delete 26133 118
delete 25110 115
delete 16245 136
delete 29682 232
delete 3117 124
delete 27723 78
delete 4764 154
delete 20295 115
delete 2544 128
delete 17127 273
delete 23580 181
delete 6228 199
delete 16554 156
delete 72 88
delete 21852 182
delete 4641 217
delete 10860 116
delete 10233 117
delete 23652 77
delete 2211 120
delete 21369 112
delete 1146 208
delete 13704 164
delete 29700 339
delete 2916 115
delete 3147 170
delete 19353 92
delete 12885 115
delete 2730 117
delete 12330 115
delete 29130 118
delete 16434 115
delete 24276 77
delete 29511 88
delete 25914 117
delete 285 115
delete 4704 118
delete 843 77
delete 8967 114
delete 12210 173
delete 2055 125
delete 26466 117
delete 2097 116
delete 12789 117
delete 17268 155
delete 6915 127
delete 5022 117
delete 6567 114
delete 345 128
delete 1965 205
delete 2529 199
delete 26676 154
delete 9747 118
delete 6294 137
delete 16098 118
delete 8763 214
delete 17520 118
delete 6735 115
delete 16791 154
delete 19542 166
delete 26169 146
delete 2679 197
delete 27498 172
delete 19053 114
delete 3048 117
delete 2391 77
delete 18267 198
delete 23943 224
delete 29520 132
delete 28092 259
delete 15183 133
delete 255 117
delete 13902 114
delete 14163 117
delete 13710 115
delete 28146 77
delete 15663 164
delete 3315 123
delete 23283 128
delete 10506 100
delete 4941 114
delete 27465 165
delete 657 117
delete 2754 115
delete 18549 118
delete 28113 114
delete 23862 118
delete 13206 115
delete 14196 129
delete 6819 167
delete 11745 126
delete 1692 77
delete 23451 77
delete 9510 130
delete 19062 220
delete 12690 156
delete 4680 114
delete 11691 166
delete 2958 138
delete 3843 115
delete 7398 118
delete 28653 131
delete 21996 77
delete 21039 77
delete 21246 114
delete 23910 140
delete 8877 199
delete 171 125
delete 4767 209
delete 12972 118
delete 2796 177
delete 17700 154
delete 19473 114
delete 1326 166
delete 21375 118
delete 4695 124
delete 12711 130
